UO,IJ,"PROCESSO ADMINISTRATIVO","PROCESSO PAGAMENTO","PROTEÇÃO SOCIAL",PROGRAMA,FAVORECIDO,IDENTIFICAÇÃO,FONTE,NE,NPD,"MÊS PARCELA",VENCIMENTO,VALOR,CONTA,"DATA BORDERÔ",BORDERÔ,"STATUS DA PRESTAÇÃO DE CONTAS",OBSERVAÇÃO,"METAS PACTUADAS/REPACTUADAS"
implantação em outros municípios do estado de Minas Gerais e do país.
Projeto Institucionalização de Práticas Avaliativas (IPA)

Gestão estratégica da vigilância sanitária baseada em evidências para planejamento e avaliação. Foram
selecionados pela ANVISA para piloto: Belo Horizonte, Curitiba, Minas Gerais e Paraná. É fruto do PROAD-

SUS e conta com o apoio e consultoria da ANVISA, HAOC e CONGEAS. Assim, o projeto tem como objetivo

1! Disponível em: https://www gov.br/anvisa/pt-br/centraisdeconteudo/publicacoes/sistema-nacional-de-vigilancia-

 

sanitaria/publicacoes-de-projetos/integravisaii guiasga interativo leve 16-12-2020.pdf/view.

85
 

a avaliação das ações de Vigilância Sanitária para identificar e mensurar o impacto das ações de VISA na

saúde da população e no SUS.

Como principal ação resultante do projeto foi criado o painel de acompanhamento dos indicadores, em
especial os relacionados à COVID-19, que permitem resposta em tempo oportuno, com dados atualizados,
assim como um melhor direcionamento das vistorias e redimensionamento de pessoal entre as Diretorias

Regionais de Saúde.

No âmbito nacional, como produto do projeto, em 2020 foi disponibilizada a publicação
“Institucionalização de práticas avaliativas no Sistema Nacional de Vigilância Sanitária: da proposta
teórico-metodológica à vivência prática” 22, com efetiva participação da equipe da VISA de Belo Horizonte,

que poderá apoiar a implantação em outros municípios do estado de Minas Gerais e do país.

Projeto Arquitetônico e Plano de Gerenciamento de Resíduos Sólidos de Saúde (PGRSS)

No contexto da pandemia e, para não causar maiores prejuízos ao ambiente de negócios no município, o
setor de projetos passou a receber o protocolo de documentos no guichê da Vigilância Sanitária, na SMSA,
mediante agendamento por e-mail. A execução do serviço pela área técnica não foi impactada, sendo

realizada de forma mista (remota e presencial), sem prejuízo da produtividade e qualidade do trabalho.

Tabela 24 - Dados da análise de Projetos Arquitetônicos, 2020

 

 

 

Especificação Quant.
Projetos protocolados 473
Projetos analisados 201
Pareceres técnico emitidos 42

 

 

 

 

Fonte: Relatório Setor de Projetos.

De modo similar aos projetos arquitetônicos, no contexto da pandemia, o setor de PGRSS passou a
receber o protocolo de documentos no guichê da Vigilância Sanitária, na SMSA, mediante agendamento
por e-mail. Houve redução no número de solicitações em comparação ao volume de pedidos que eram
protocoladas presencialmente no BH Resolve. A execução do serviço pela área técnica não foi impactada,
sendo realizada de forma mista (remota e presencial), sem prejuízo da produtividade e qualidade do
trabalho. O atendimento ao serviço foi mantido, sem comprometer as medidas de segurança

recomendados nos protocolos da Vigilância Sanitária.

Com o apoio da Subsecretaria de Modernização da Gestão da Secretaria Municipal de Planejamento

Orçamento e Gestão (SMPOG), foi desenvolvida e implantada, em meados do mês de novembro de 2020,

2 Disponível em: https://www.gov.br/anvisa/pt-br/centraisdeconteudo/publicacoes/sistema-nacional-de-vigilancia-

sanitaria/publicacoes-de-projetos/ipa publicacao2020.pdf/view.

  

86
a funcionalidade para protocolo online de PGRSS. Dessa forma, todo o processo é analisado e tramitado
via internet. Agilidade, comodidade e segurança são os principais atributos dessa nova ferramenta que
proporciona ao requerente a facilidade de acompanhar à distância, cada fase da análise do seu Plano por

meio do Sistema de Gestão de Serviços de Processos (SIGESP), além de receber as atualizações por e-mail.

Tabela 25 - Dados da análise de PGRSS, 2020

 

 

 

 

 

 

Espe ção Quant.

PGRSS protocolados (físico) 626
PGRSS analisados (físico) 738
PGRSS aprovados (físico) 527
PGRSS protocolados (via SIGESP) 33
PGRSS analisados (via SIGESP) 29
PGRSS aprovados (via SIGESP) 2

 

 

 

 

Fonte: Relatório setor de PGRSS.

Segurança do Paciente

Um ponto importante nesta temática continua sendo o estímulo aos estabelecimentos de saúde
notificarem os eventos relacionados a assistência aos pacientes, com vistas a um melhor conhecimento
da situação e, por consequência, o planejamento e a execução de medidas corretivas. Em 2020, foram
notificados 15.537 incidentes pelos Núcleos de Segurança do Paciente (NSP) dos estabelecimentos de
saúde do município. Destes, 271 estão em acompanhamento pelo Núcleo de Segurança do Paciente da

Vigilância Sanitária da SMSA, sendo 79 óbitos e 192 never events.

A equipe do NSP VISA, durante o ano de 2020, manteve o cronograma de reuniões, por meio de
plataforma virtual, com o objetivo de garantir as discussões e o acompanhamento dos eventos. Após
discussão em reuniões, é dado o retorno aos serviços por meio do envio de e-mails e/ou de contatos

telefônicos.

Neste mesmo ano, a equipe do NSP VISA realizou a análise das evidências que envolvem os indicadores
contemplados na Avaliação das Práticas de Segurança do Paciente que faz parte do Plano Integrado para
a Gestão Sanitária da Segurança do Paciente em Serviços de Saúde/ANVISA (2015), para analisar o
percentual de conformidade às práticas preconizadas. De acordo com esse plano, anualmente os hospitais
brasileiros com leitos de UTI adulto, pediátrico ou neonatal devem realizar o preenchimento no FormSus
do Formulário de Avaliação das Práticas de Segurança do Paciente. A análise dessas práticas baseadas em
evidências é uma estratégia fundamental para a gestão do risco sanitário e aprimoramento da qualidade
dos serviços de saúde. A partir da análise dessas informações e dos documentos comprobatórios
anexados nos Formulários, é possível definir, durante o processo de avaliação pela VISA, o nível de risco

do serviço de saúde relacionado à conformidade dos indicadores adotados.

87
Com o objetivo de orientar os serviços de saude a respeito das medidas de prevenção e controle que
devem ser adotadas durante a assistência aos casos suspeitos ou confirmados de infecção pelo COVID-

19, foram divulgados a todos os serviços de saúde notas técnicas e informações atualizadas.

Desde 2019, a DVSA, em parceria com o GIs, participa da comissão especial do Programa de
Desenvolvimento Hospitalar (PDH), que teve o seu edital publicado em março de 2019. Os participantes
do programa são os hospitais com atendimento 100% SUS e que incorporaram a metodologia Diagnosis
Related Groups (DRG) Brasil. Em 2020, foram realizadas reuniões virtuais com os hospitais participantes

com o objetivo de fazer alinhamentos e discussão de dúvidas relativas ao programa.

Vi

 

lância em Saúde Ambiental

 

Programa Nacional de Vigilância da Qualidade da Água para Consumo Humano (VigiÁgua)

Conforme critérios estabelecidos pelo Programa Nacional de Vigilância da Qualidade da Água para
Consumo Humano (VigiÁgua), foram realizadas a coleta, análise e lançamento no Sistema de Informação
de Vigilância da Qualidade da Água para Consumo Humano (SISAGUA) de 520 amostras de água em 2020.
Foram analisados os parâmetros de cloro residual livre, turbidez, cor, fluoreto e coliformes totais. Neste
universo, 520 amostras foram analisadas para coliformes, 518 amostras para turbidez e 488 amostras
para cloro residual. A realização das análises foi totalmente interrompida entre abril e agosto e
parcialmente em março e setembro em virtude das medidas restritivas para o enfrentamento da

pandemia de COVID-19.

Tabela 26 — Quantidade de coletas de amostras de água por parâmetro, 2020.

 

 

Nº de amostras Percentual de
Parâmetro
analisadas análises realizadas
Coliformes totais 520 50,98
Cloro residual livre 488 47,84
Turbidez 518 50,78

 

 

 

 

 

Estes percentuais de realização são consequência, principalmente, devido às restrições decorrentes das

adequações operacionais em função da situação epidemiológica da COVID-19.

Monitoramento da qualidade do ar interno - Plano de Manutenção, Operação e Controle (PMOC)

Com o objetivo de garantir uma manutenção adequada e um funcionamento dentro dos padrões
adequados nos aparelhos de ar-condicionado e similares existentes nos diferentes estabelecimentos de
comércio, serviços e estabelecimentos de saúde, entre outros, minimizando o risco de disseminação de
doenças, a SMSA vêm buscando aprimorar o processo educativo e de monitoramento junto ao setor

regulado.

88
A partir da publicação da Portaria SMSA/SUS-BH nº 0312/2020, de 4 de agosto de 2020, os
estabelecimentos que se enquadram na legislação começaram a entrar em contato com a Vigilância
Sanitária Municipal solicitando orientações sobre o envio da documentação referente ao PMOC.
Inicialmente foi estabelecido um fluxo de envio da documentação por e-mail e realizada busca ativa nos
shoppings e em faculdades em processo de retorno das atividades práticas em laboratórios que foram
orientados pela Vigilância Sanitária a apresentar a documentação comprobatória do PMOC. No período
de agosto a dezembro foram realizados contatos com 52 estabelecimentos (por busca ativa ou demanda

espontânea).

Para captação por meio virtual desse serviço, com apoio da Subsecretaria de Modernização da Gestão da
SMPOG, em 15 de outubro foi iniciado o processo de inclusão desse serviço no SIGESP. A partir de 1º de
dezembro o serviço de verificação documental do PMOC foi disponibilizado no Portal de Serviços da PBH
e a tramitação da documentação passou a ser exclusivamente via SIGESP. A equipe da DVSA passou por
treinamento teórico e prático sobre PMOC e higienização de sistemas de climatização artificial, realizado
pela Associação Brasileira de Refrigeração, Ar-Condicionado, Ventilação e Aquecimento (ABRAVA),

aperfeiçoando a capacidade de orientação e fiscalização.

Tabela 27 — Dados da análise de Plano de Manutenção, Operação e Controle, 2020

    

 

 

Especificação

Documentação protocolada (nº de estabelecimentos) 42
Documentação analisada 40
Pareceres técnico emitidos 11

 

 

 

 

Temática 2.2: Vigilância Epidemiológica e Imunização

Vigilância das Arboviroses

Na vigilância das doenças transmissíveis, destaca-se a vigilância das arboviroses transmitidas por Aedes
aegypti (Dengue, Chikungunya e Zika), responsáveis pela maior carga de morbidade no perfil

epidemiológico da cidade.

No município de Belo Horizonte, já foram registradas cinco grandes epidemias de dengue: em 1998, 2010,
2013, 2016 e 2019, coma confirmação de 86.698 casos no ano de 1998, 50.022 em 2010, 96.113 em 2013,
154.513 em 2016 e 116.266 em 2019.

Em 2020, até a semana epidemiológica (SE) 53 (29 de dezembro de 2020 a 2 de janeiro de 2021) foram
notificados 20.111 casos com suspeita de dengue, dos quais 5.077 (25,2%) foram confirmados, 14.994

(74,6%) foram descartados e 40 (0,2%) estão em investigação. O sorotipo predominante continua sendo

89
o DENV2, mas também foi identificado o DENV1 em Belo Horizonte. Houve a confirmação de um obito

por dengue.

O gráfico 29 mostra a série histórica do município no período de 2016 a 2020, observando-se que o ano
de 2020 apresentou menor número de casos que os anos de 2016 e 2019 e números superiores aos anos

de 2017 e 2018, sendo enquadrado como não epidêmico.

Gráfico 29 - Casos notificados de dengue por semana de início dos sintomas, residentes em Belo
Horizonte, 2016 a 2020

 

16000

14000

12000

10000

Casos notificados

8000
6000
4000
2000

0
135791 1315171921 232527293133 35373941 43 45 47 49 51

Semana epidemiológica de início dos sintomas

——2016 —2017 —2018 —2019 — 2020

 

 

 

Fonte: SINAN. Dados parciais atualizados em 11/03/2021 (SE 10/2021).

Em Belo Horizonte, a ocorrência de casos de dengue e das outras arboviroses transmitidas pelo Aedes
aegypti é monitorada de forma contínua por meio de análises epidemiológicas e mapas de intensidade
de casos. Assim, as informações epidemiológicas são atualizadas semanalmente, indicando as regionais e
as áreas de abrangência com maior concentração de casos suspeitos e confirmados. Esse monitoramento
é fundamental para o acionamento oportuno do plano de contingência, sejam com as ações educativas,
de combate ao vetor ou de assistência aos doentes. A tabela 28 demonstra os casos notificados por

regional de residência.

Tabela 28 - Casos notificados de dengue, residentes em Belo Horizonte, 2020

   

 

 

 

 

 

Regional [Dr Fato E ia Descartados Pendentes Total

Barreiro 745 6 - 1.636 2 2.389
Centro-Sul 265 - - 1.043 1 1.309
Leste 941 2 - 2.071 - 3.014
Nordeste 841 1 - 2.531 8 3.381
Noroeste 428 10 - 1.220 - 1.658
Norte 471 - 1 1.691 5 2.168

 

 

 

 

 

 

 

 

 

90
[ISA MIR o )s4] Dito

   

 

 

 

 

Dengue RP AND Ea Descartados Pendentes Total
