Contratada,"Nº Processo","Tipo de contrato","Tipo de processo","Data do Ateste","Data do Pagamento","Nº Empenho","Tipo Rubrica",PTRES,"Nº Ordem Bancária",Justificativa,Tema,"IDN Nota Fiscal","Nº Nota Fiscal","Valor bruto da contratada","Valor líquido da contratada","Veículo / Fornecedor","Valor bruto do fornecedor","Valor líquido do fornecedor","Nome fantasia do veículo","Grupo / Editora",Meios,"Tipo da praça de veiculação","Praças de Veiculação"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008710/2021-90,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800109,Institucional,185368,2021OB800172,,"Semana Nacional do Trânsito - Novo Empenho",350180,20967,41138.95,40200.33,"09.347.516/0003-43 / ELETROMIDIA S.A.",34643.33,31369.54,"ELETROMÍDIA (VLT DIGITAL)",ELETROMÍDIA,"Mídia Exterior Digital",Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008710/2021-90,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800109,Institucional,185368,2021OB800172,,"Semana Nacional do Trânsito - Novo Empenho",350179,20966,54050.21,52817.01,"09.347.516/0003-43 / ELETROMIDIA S.A.",45515.97,41214.71,"ELETROMIDIA (METRÔ RIO DIGITAL - EX DMS)",ELETROMÍDIA,"Mídia Exterior Digital",Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008711/2021-34,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800130,Institucional,188644,2021OB800169,,"Posicionamento Governo Federal",349298,20651,76000.12,74266.12,"29.483.279/0001-93 / IDIGITAIS SERVICOS DE INTERNET LTDA",64000.1,64000.1,"IDIGITAIS (WIFI)",,Internet,Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008711/2021-34,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800130,Institucional,188644,2021OB800169,,"Posicionamento Governo Federal",350182,20975,777066.75,759337.36,"01.913.227/0001-90 / ALUMI PUBLICIDADES LTDA",654372,592533.85,ALUMI,ALUMI,"Mídia Exterior",Regional,"BOFETE - SP,SAO BERNARDO DO CAMPO - SP,MOGI DAS CRUZES - SP,ITAQUAQUECETUBA - SP,SANTA ISABEL - SP,PRAIA GRANDE - SP,SAO VICENTE - SP,RIO CLARO - SP,MAIRINQUE - SP,JUQUITIBA - SP,GUARULHOS - SP,GUARAREMA - SP,SOROCABA - SP,CAMPINAS - SP,CACAPAVA - SP,LIMEIRA - SP,ITUPEVA - SP,ITATIBA - SP,DIADEMA - SP,BOITUVA - SP,LORENA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008711/2021-34,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800130,Institucional,188644,2021OB800169,,"Posicionamento Governo Federal",350120,20954,142348,139100.22,"12.955.024/0001-83 / IMPACTA MIDIA LTDA",119872,108544.1,IMPACTA,,"Mídia Exterior",Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350067,20900,491.04,479.83,"77.220.366/0001-09 / RADIO RAINHA DO OESTE DE ALTONIA LTDA",413.51,413.51,"RÁDIO RAINHA DE ALTÔNIA",,Rádio,Regional,"ALTONIA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350185,20971,64550.86,63078.09,"02.131.538/0001-60 / TV OMEGA LTDA.",54358.66,49221.77,"REDE TV! - SÃO PAULO","REDE TV",Televisão,Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350139,20956,1231.51,1203.42,"84.323.617/0001-38 / SOCIEDADE DE COMUNICACAO NORTE LTDA",1037.12,939.11,"BAND 05 RIO BRANCO",BAND,Televisão,Regional,"RIO BRANCO - AC"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350119,20953,1705.44,1666.53,"79.701.983/0001-43 / REDE INTEGRACAO DE COMUNICACAO LTDA",1436.16,1436.16,"INTEGRACAO AM - RCR",,Rádio,Regional,"TOLEDO - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350118,20952,2005.14,1959.39,"77.737.831/0001-75 / FUNDACAO CULTURAL CELINAUTA",1688.54,1688.54,"MOVIMENTO FM",,Rádio,Regional,"PATO BRANCO - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350117,20951,2760.45,2697.47,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",2324.6,2324.6,"NOVO TEMPO FM 104,9 - MARINGÁ/PR",,Rádio,Regional,"MARINGA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350116,20950,1292.75,1263.25,"81.738.262/0001-50 / RADIO PANEMA LTDA",1088.64,1088.64,"T FM - ANDIRÁ",,Rádio,Regional,"ANDIRA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350112,20946,1045,1021.16,"59.158.535/0001-38 / RADIO 99 FM STEREO LTDA",880,796.84,"ALELUIA 89,7 FM",ALELUIA,Rádio,Regional,"RIO BRANCO - AC"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350111,20945,876.23,856.24,"50.319.771/0001-14 / RADIO LITORAL NORTE LTDA",737.89,737.89,"RADIO SERTANEJA FM",,Rádio,Regional,"RINCAO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350110,20944,534.37,522.18,"60.509.239/0007-09 / RADIO E TELEVISAO BANDEIRANTES S.A.",450,407.47,"NATIVA NOVO HORIZONTE",BAND,Rádio,Regional,"NOVO HORIZONTE - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti",350109,20943,625.02,610.76,"33.197.989/0001-24 / RADIO RELOGIO FEDERAL LTDA",526.34,476.6,"NOSSA RADIO - BONFINOPOLIS",,Rádio,Regional,"BONFINOPOLIS - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008713/2021-23,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800120,"Utilidade Pública",173207,2021OB800176,,"Combate ao mosquito Aedes Aegypti - complementar",350108,20942,19152,18715.03,"10.491.859/0001-02 / ON+BUS PROMOCOES PROPAGANDA E PUBLICIDADE LTDA.",16128,14603.9,ONBUS,,"Mídia Exterior Digital",Regional,"CAMPO GRANDE - MS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350062,20895,36197.28,35371.41,"08.576.973/0001-85 / MOV BAHIA COMUNICACAO LTDA",30481.92,27601.38,"BUS TV - SALVADOR",,"Mídia Exterior Digital",Regional,"SALVADOR - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350200,20977,299.25,292.42,"78.282.084/0001-90 / FUNDACAO PIONEIRA DE RADIODIFUSAO EDUCATIVA DO PARANA",252,252,"UNICENTRO ENTRE RIOS FM",,Rádio,Regional,"GUARAPUAVA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350181,20968,277350.98,271023,"02.131.538/0001-60 / TV OMEGA LTDA.",233558.75,211487.45,"REDE TV! NACIONAL","REDE TV",Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Produção,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350161,20960,5415,5415,"29.068.280/0001-51 / IDENTFIX SERIGRAFIA E IMPRESSAO DIGITAL EIRELI",5415,4903.28,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Produção,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350160,20959,1350,1350,"29.068.280/0001-51 / IDENTFIX SERIGRAFIA E IMPRESSAO DIGITAL EIRELI",1350,1222.42,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Produção,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350159,20958,3750,3750,"29.068.280/0001-51 / IDENTFIX SERIGRAFIA E IMPRESSAO DIGITAL EIRELI",3750,3395.62,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350107,20941,1179.9,1152.97,"19.454.784/0001-56 / RADIO CLUBE FM DE UBERLANDIA LTDA",993.6,899.7,"CLUBE FM",,Rádio,Regional,"UBERLANDIA - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350106,20940,360.52,352.29,"01.244.920/0001-18 / REDE MS INTEGRACAO DE RADIO E TELEVISAO LTDA",303.6,274.91,"TRES LAGOAS FM",,Rádio,Regional,"TRES LAGOAS - MS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350105,20939,1312.77,1282.82,"00.294.437/0001-85 / FUNDACAO CULTURAL SANTA MARIA DE DEUS",1105.5,1105.5,"SIM 96,7 - SÃO MATEUS",,Rádio,Regional,"SAO MATEUS - ES"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350104,20938,2031.48,1985.13,"60.509.239/0007-09 / RADIO E TELEVISAO BANDEIRANTES S.A.",1710.72,1549.06,"BAND FM 99,5 - SÃO JOSÉ DO RIO PRETO/ SP",BAND,Rádio,Regional,"SAO JOSE DO RIO PRETO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350103,20937,1581.18,1545.11,"24.079.892/0001-26 / RADIO CLUBE DE RIO CLARO LTDA",1331.52,1205.69,"CLUBE AM",,Rádio,Regional,"RIO CLARO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350102,20936,722,705.53,"15.680.432/0001-68 / RADIO VALE DO RIO GRANDE LTDA",608,608,"RADIO VALE DO RIO GRANDE",,Rádio,Regional,"BARREIRAS - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350101,20935,914.37,893.51,"22.918.262/0001-72 / REDE DE RADIO E TELEVISAO VALE DO XINGU LTDA",770,770,"FM VALE DO XINGU",,Rádio,Regional,"ALTAMIRA - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008714/2021-78,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800171,,"COVID-19 - CUIDADO PRECOCE",350100,20934,945.63,924.05,"05.897.392/0001-57 / RADIO SOCIEDADE RONDONIA LTDA",796.32,721.07,"RONDONIA 93,3 FM - PORTO VELHO",,Rádio,Regional,"PORTO VELHO - RO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008715/2021-12,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800142,"Utilidade Pública",174326,2021OB800170,,"Lançamento do Programa de Revitalização de Bacias Hidrográficas",350115,20949,3947.44,3857.38,"07.199.656/0001-24 / RADIO VERDES MARES LTDA",3324.16,3010.03,"VERDES MARES","SISTEMA VERDES MARES",Rádio,Regional,"FORTALEZA - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008715/2021-12,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800142,"Utilidade Pública",174326,2021OB800170,,"Lançamento do Programa de Revitalização de Bacias Hidrográficas",350187,20973,7975.73,7793.77,"02.131.538/0001-60 / TV OMEGA LTDA.",6716.44,6081.74,"REDE TV!","REDE TV",Televisão,Regional,"FORTALEZA - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008715/2021-12,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800142,"Utilidade Pública",174326,2021OB800170,,"Lançamento do Programa de Revitalização de Bacias Hidrográficas",350186,20972,11165.21,10910.48,"02.131.538/0001-60 / TV OMEGA LTDA.",9402.33,8513.81,"REDE TV! - TV BRASILIA","REDE TV",Televisão,Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008715/2021-12,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800142,"Utilidade Pública",174326,2021OB800170,,"Lançamento do Programa de Revitalização de Bacias Hidrográficas",350184,20970,36616.8,35781.36,"01.815.092/0001-20 / CANAL RURAL PRODUCOES LTDA",30835.2,27921.27,"CANAL RURAL",,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008715/2021-12,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800142,"Utilidade Pública",174326,2021OB800170,,"Lançamento do Programa de Revitalização de Bacias Hidrográficas",350183,20969,4964.07,4850.81,"02.131.538/0001-60 / TV OMEGA LTDA.",4180.31,3785.27,"REDE TV!","REDE TV",Televisão,Regional,"FORTALEZA - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008715/2021-12,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800142,"Utilidade Pública",174326,2021OB800170,,"Lançamento do Programa de Revitalização de Bacias Hidrográficas",350140,20957,9229.16,9018.6,"60.509.239/0007-09 / RADIO E TELEVISAO BANDEIRANTES S.A.",7771.97,7037.52,"BAND BRASILIA",BAND,Televisão,Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008716/2021-67,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800138,"Utilidade Pública",168501,2021OB800173,,"Campanha Uso Consciente de Energia e Água",350113,20947,2489.76,2432.95,"60.509.239/0007-09 / RADIO E TELEVISAO BANDEIRANTES S.A.",2096.64,1898.51,"NATIVA FM - MANAUS/AM",BAND,Rádio,Regional,"MANAUS - AM"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008716/2021-67,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800138,"Utilidade Pública",168501,2021OB800173,,"Campanha Uso Consciente de Energia e Água",350206,20985,1222.65,1194.76,"06.846.158/0001-63 / RADIO CIDADE VERDE DE TERESINA LTDA",1029.6,932.3,"RADIO CIDADE VERDE",,Rádio,Regional,"TERESINA - PI"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008716/2021-67,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800138,"Utilidade Pública",168501,2021OB800173,,"Campanha Uso Consciente de Energia e Água",350188,20974,53149.78,51937.13,"02.131.538/0001-60 / TV OMEGA LTDA.",44757.72,40528.12,"REDE TV! NACIONAL","REDE TV",Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008716/2021-67,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800138,"Utilidade Pública",168501,2021OB800173,,"Campanha Uso Consciente de Energia e Água",350114,20948,39216,38321.26,"01.832.291/0001-47 / ASA MIDIA E COMUNICACOES LTDA",33024,29903.23,"METROPOLITANA FM",,Rádio,Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008975/2021-98,Publicidade,Midia,2021/04/08,2021/04/20,2018NE800190,Institucional,107783,2021OB800177,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",350199,20976,2042.88,1996.27,"59.609.776/0001-56 / RADIO SAO CARLOS LTDA",1720.32,1720.32,"SAO CARLOS AM",,Rádio,Regional,"SAO CARLOS - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009013/2021-56,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800109,Institucional,185368,2021OB800181,,"Semana Nacional do Trânsito - Novo Empenho",350219,21003,121216.52,118450.87,"09.347.516/0001-81 / ELETROMIDIA S.A.",102077.07,92430.79,"Eletromidia (Linha 5 - Lilás - metrô) - Digital",ELETROMÍDIA,"Mídia Exterior Digital",Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009013/2021-56,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800109,Institucional,185368,2021OB800181,,"Semana Nacional do Trânsito - Novo Empenho",350220,21004,133899.49,130844.47,"09.347.516/0001-81 / ELETROMIDIA S.A.",112757.47,102101.89,"ELETROMIDIA (LINHA 4 AMARELA)",,"Mídia Exterior Digital",Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",345667,21027,891.17,870.83,"01.681.228/0002-38 / FUNDACAO PADRE KOLBE DE RADIO E TELEVISAO",750.46,750.46,"IMACULADA CONCEIÇAO 580 AM - CAMPO GRANDE","MILÍCIA DA IMACULADA",Rádio,Regional,"CAMPO GRANDE - MS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350249,21018,645.76,631.02,"07.825.976/0001-42 / EMPRESA DIFUSORA DE COMUNICACAO LTDA",543.8,543.8,"DIFUSORA AM",,Rádio,Regional,"TERESINA - PI"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350209,20988,827.81,808.92,"03.317.127/0001-27 / RADIO THALENTO FM LTDA",697.1,697.1,"THALENTO FM",,Rádio,Regional,"RIO AZUL - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350208,20987,2053.02,2006.18,"77.812.220/0001-44 / SOCIEDADE RADIO PRINCESA LIMITADA",1728.86,1728.86,"PRINCESA AM",,Rádio,Regional,"FRANCISCO BELTRAO - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350207,20986,3180.77,3108.2,"80.548.332/0001-44 / TELECOMUNICACOES DELFIM LTDA",2678.54,2425.42,"CAPITAL FM",,Rádio,Regional,"CASCAVEL - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350205,20984,835.47,816.4,"77.737.831/0001-75 / FUNDACAO CULTURAL CELINAUTA",703.56,703.56,"MOVIMENTO FM",,Rádio,Regional,"PATO BRANCO - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350203,20981,12930.16,12635.15,"05.113.990/0001-98 / REDE GOIANIA DE RADIO E TELEVISAO LTDA",10888.58,9859.61,"BAND GOIANIA",BAND,Televisão,Regional,"GOIANIA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350094,20927,1113.2,1087.8,"78.595.097/0001-10 / FUNDACAO CULTURAL SAO FRANCISCO DE ASSIS",937.44,937.44,"BOM JESUS 93,9 FM - SIQUEIERA CAMPOS",,Rádio,Regional,"SIQUEIRA CAMPOS - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350092,20925,3181.45,3108.86,"02.015.014/0002-95 / RADIO EXCELSIOR S/A",2679.12,2425.94,"CBN LONDRINA","SISTEMA GLOBO DE RADIO",Rádio,Regional,"LONDRINA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350330,21040,710.6,694.39,"59.158.535/0001-38 / RADIO 99 FM STEREO LTDA",598.4,541.85,"ALELUIA 90,5 FM",ALELUIA,Rádio,Regional,"PALMAS - TO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",350251,21020,1527.36,1492.51,"76.509.769/0001-00 / RADIODIFUSAO LITORAL SUL LTDA",1286.21,1286.21,"LITORAL SUL FM",,Rádio,Regional,"PARANAGUA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",347741,20277,1453.5,1420.33,"07.773.102/0001-99 / RADIO POSITIVA FM LTDA",1224,1108.33,"POSITIVA FM 96,5",,Rádio,Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",349825,20805,463.12,452.55,"72.051.873/0001-34 / SOCIEDADE RADIO TAMBAU LTDA",390,390,"107 FM TAMBAU",,Rádio,Regional,"TAMBAU - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009014/2021-09,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800121,"Utilidade Pública",173207,2021OB800175,,"Combate ao mosquito Aedes Aegypti",349548,20732,1602.83,1566.26,"75.661.751/0001-58 / RADIO CLUB DE PALMAS LTDA",1349.76,1349.76,"HORIZONTE FM",,Rádio,Regional,"PALMAS - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009015/2021-45,Publicidade,Midia,2021/04/08,2021/04/20,2020NE800117,"Utilidade Pública",186452,2021OB800174,,"COVID-19 - CUIDADO PRECOCE",350319,21029,278.58,272.22,"23.280.159/0001-02 / RADIO SOCIEDADE PASSOS LIMITADA",234.6,234.6,"RADIO PASSOS,RADIO PASSOS FM",,Rádio,Regional,"PASSOS - MG"
